time_s,total_queue,vip_queue,phase
21.023,2,0,EW
21.04,2,0,EW
21.057,2,0,EW
21.074,2,0,EW
21.09,2,0,EW
21.107,2,0,EW
21.124,2,0,EW
21.141,2,0,EW
21.158,2,0,EW
21.175,2,0,EW
21.192,2,0,EW
21.209,2,0,EW
21.226,2,0,EW
21.243,2,0,EW
21.26,2,0,EW
21.277,2,0,EW
21.294,2,0,EW
21.311,2,0,EW
21.328,2,0,EW
21.345,2,0,EW
21.362,3,0,EW
21.379,3,0,EW
21.396,3,0,EW
21.413,3,0,EW
21.43,3,0,EW
21.447,3,0,EW
21.464,3,0,EW
